id;age;gender;country
1181;46;m;PT
1182;42;f;BR
1183;25;f;CR
1184;25;f;UY
1185;30;m;UY
1186;23;f;MX
1187;31;m;0
1188;37;m;CL
1189;27;m;PA
1190;38;m;BR
1191;44;m;ES
1192;54;m;0
1193;25;f;AR
1194;24;f;MX
1195;21;f;PE
1196;37;m;ES
1197;NA;NA;BR
1198;34;f;CR
1199;35;f;BR
1200;32;f;VE
1201;21;m;VE
1202;35;m;BR
1203;NA;o;MX
1204;26;f;MX
1205;23;m;MX
1206;29;m;CO
1207;22;m;AR
1208;24;f;HN
1209;36;f;MX
1210;NA;NA;US
1211;28;m;SE
1212;24;f;PT
1213;28;f;PE
1214;NA;NA;UY
1215;NA;NA;ES
1216;47;m;ES
1217;20;m;VE
1218;36;f;AR
1219;23;f;BR
1220;NA;m;MY
1221;NA;NA;ES
1222;19;f;UY
1223;24;f;UY
1224;NA;NA;MX
1225;29;m;BR
1226;43;m;ES
1227;NA;m;ES
1228;46;m;BR
1229;25;m;0
1230;34;m;DO
1231;68;m;0
1232;NA;NA;CL
1233;32;f;MX
1234;33;f;ES
1235;32;m;0
1236;30;f;BR
1237;25;f;CR
1238;46;m;ES
1239;NA;m;CL
1240;68;m;CL
1241;20;f;0
1242;25;f;CL
1243;22;m;CO
1244;29;m;BR
1245;25;m;PE
1246;45;o;ES
1247;23;f;PE
1248;20;m;PE
1249;NA;NA;PT
1250;NA;NA;BR
1251;32;m;BR
1252;26;m;AR
1253;36;f;CL
1254;NA;f;CL
1255;20;f;MX
1256;36;f;ES
1257;23;m;PE
1258;45;f;MX
1259;25;f;MX
1260;33;f;BR
1261;26;f;BR
1262;21;f;BR
1263;28;m;AR
1264;28;m;0
1265;34;f;ES
1266;33;f;BR
1267;38;f;PE
1268;22;f;MX
1269;26;f;PE
1270;21;f;BR
1271;18;f;BR
1272;28;f;EC
1273;NA;f;MX
1274;26;m;ES
1275;24;f;BR
1276;29;m;BR
1277;38;m;BR
1278;26;f;CL
1279;27;f;GT
1280;NA;f;GT
1281;44;m;BR
1282;NA;NA;BR
1283;61;m;MX
1284;29;m;ES
1285;18;f;MX
1286;24;f;MX
1287;30;f;VE
1288;25;f;PE
1289;24;f;MX
1290;46;f;PE
1291;36;f;BR
1292;61;m;ES
1293;30;f;ES
1294;21;f;MX
1295;22;m;MX
1296;37;f;PT
1297;50;f;ES
1298;48;f;MX
1299;37;m;CL
1300;24;m;0
1301;24;f;CR
1302;NA;f;IN
1303;28;f;CR
1304;29;f;ES
1305;NA;f;MX
1306;34;m;ES
1307;52;m;BR
1308;36;m;CO
1309;34;f;BR
1310;25;m;MX
1311;58;m;CR
1312;24;m;PE
1313;24;m;AR
1314;44;m;CR
1315;28;m;CO
1316;20;NA;MX
1317;NA;m;AR
1318;NA;m;MX
1319;28;f;BR
1320;20;f;BR
1321;23;f;BR
1322;35;m;ES
1323;23;f;PE
1324;51;m;ES
1325;25;f;BR
1326;41;m;PE
1327;21;f;BR
1328;25;f;BR
1329;31;m;MX
1330;54;f;BR
1331;34;f;CV
1332;56;f;BR
1333;36;f;BR
1334;32;m;MX
1335;47;m;GB
1336;NA;NA;BR
1337;28;f;SV
1338;24;f;CO
1339;24;f;CO
